Country,Year,Literacy Rate (%),Life Expectancy (years),Healthcare Spending (% GDP),School Enrollment (%),Gender Equality Index,GDP per Capita (USD)
Country E,2021,71.93338860157877,79.04359083472141,13.074854352900138,78.52122301197937,0.7293009429660502,24399.18370758261
Country B,2011,60.91365993907469,74.46379346761503,11.988585999054454,72.55771274536949,0.6038997408370121,37332.841850938334
Country C,2016,56.5225704971809,64.71688083313154,11.044642941163065,90.84528296009263,0.5272519465986732,2683.4652989346096
Country C,2009,50.62889062430977,82.80377483227903,11.172151025785602,85.24760153264309,0.4077110443367852,22688.915914155175
Country C,2015,57.698161933325196,68.66075163985373,8.629113446233852,74.72652633549536,0.7180104776478688,29062.454632689536
Country C,2014,85.2678185097059,62.97635456155294,13.40917747401691,88.98694700783221,0.6120993315982539,29846.95471165184
Country A,2014,62.18192846727915,67.2470386246587,11.17779705087261,85.77281072083211,0.6136749510438568,31315.66813182031
Country B,2018,73.43009050607549,75.7622527572463,7.23528062241531,86.94835894197668,0.7828249322600169,3619.0203729114896
Country C,2011,79.56505744616223,80.37795356977747,7.398432785095384,99.84564416709247,0.5944909851082564,28339.447552290392
Country B,2022,94.34204514158036,65.69726497848617,13.616030137732295,70.85838183825392,0.5263205331202094,27976.92071230263
Country B,2019,94.44275491967097,61.97873338028124,11.257075456365888,97.44916482839139,0.5359351870143191,42887.838756949306
Country D,2002,87.28668668406794,73.79479395505615,8.987041284279318,95.25672284746912,0.40469875808925204,38243.77733917962
Country A,2004,51.75784960242507,82.63645300318856,6.871007592352876,82.46028473980472,0.44894041347138997,2530.1066713839973
Country D,2018,78.75352095427074,60.49880090678265,11.102159732452018,96.42839060915088,0.41752350530992266,28239.852836781254
Country E,2006,89.32917354157533,79.090581468981,6.843103800195051,89.45683727118548,0.49730406263177307,34856.26099395102
Country E,2020,50.86440223816816,69.29821544462453,9.70167031218301,96.6806355010363,0.425860931848619,29427.018196710127
Country E,2008,77.48423068282892,78.98537511886275,11.775105342412363,87.84192646789438,0.5324465065322307,34142.09166210069
Country D,2006,92.88820728930148,70.16623449319873,10.654154343211207,76.48447717957538,0.45045180608874424,6716.143256128387
Country B,2017,73.70510379211335,66.31983322906657,14.220999001262683,87.2866415215532,0.7671676182432532,9292.851695888892
Country E,2003,50.20531014487242,75.90223000628953,5.39721201851769,75.37186743790411,0.7753535642842345,29554.12449779011
Country E,2013,50.55066791678037,82.01881883784692,7.797948758514028,74.2248378306188,0.6413825814818113,40233.593454000875
Country D,2017,70.83180187068753,64.60755191110543,5.570861012379811,89.62183695764271,0.7221951009168343,2273.45797096968
Country B,2008,57.750433370837726,68.82244404983115,6.946042300214995,98.42429849606754,0.6708845145447402,22375.77176196989
Country E,2020,83.22253285466297,61.88201880089568,6.239833358455307,87.65487937622335,0.7244435558922827,49610.633525715995
Country A,2001,85.4399632453077,60.502283908520525,12.326616270202315,93.8736289894668,0.655922881155758,38521.54241094404
Country E,2019,58.89398977303143,78.33670427176526,8.69375941294398,75.05093089798662,0.5720774687074581,23059.138679716532
Country D,2014,94.42666442622425,61.01992350065327,14.250442712030205,89.62631098566825,0.7495017829047008,5803.980941705174
Country D,2006,72.0953922489463,78.7995451400335,5.233777216920705,91.98932414489416,0.5752265558352381,18599.94589104289
Country A,2011,57.142295379596185,67.87651155520794,11.52924184944178,71.24843561543084,0.5584849957416004,8567.009552161891
Country B,2007,88.21257990346977,84.85146170223148,14.705448002654883,72.91492951130986,0.6497532568656463,46118.16787254797
Country A,2014,89.49872500083865,60.920242545738674,6.758387198100186,93.44742641585049,0.7751727203507714,34596.57479577637
Country E,2002,81.96477363327287,57.78933977538478,9.424322302855819,83.19850064386519,0.5768811365129433,42929.17837145831
Country D,2013,92.67327766012767,57.262992088104866,12.018898911702742,82.16743008646634,0.6299779083803876,44975.76164973644
Country B,2016,86.86864860153356,80.06254014172602,11.331379993231678,97.61108790817534,0.5969330879629151,30737.601913537634
Country E,2003,94.11028686134952,68.1332893317503,10.660271305656707,99.75897473060883,0.763893163171413,1323.3204495677842
Country A,2017,71.69440242427397,55.09373048942115,8.267561270544052,92.93153610716928,0.6706980009235244,28247.53135163855
Country E,2007,87.37985640497212,81.24314087510008,12.281999535329012,93.77781322955056,0.5678357513349234,40322.25506433949
Country A,2003,99.98757817145221,81.30763020730913,11.532552770683363,76.24962992720813,0.6427610585510798,16409.996266307393
Country C,2001,86.24655987598096,79.19250022056373,6.628002854437515,75.76676327019997,0.4624236788935815,46459.8246746486
Country C,2005,55.70918901185661,62.44955449074527,14.640907313056962,99.4204844585348,0.5367775547392177,49844.14053539529
Country D,2021,75.91593612145914,66.18258160201519,10.556729089401195,90.85275157791675,0.6944724866367054,27913.882116918026
Country B,2009,79.3673895621514,77.34778675586452,10.254616010359015,90.60129393938159,0.6249576537027794,27030.814485466315
Country D,2003,58.71053375356955,69.68059376222756,13.482366775874695,78.58563913150799,0.5257091247655528,33104.276428292345
Country E,2021,98.14458170890188,59.614797301706574,11.404135106289766,96.59438051733248,0.5449191622005061,28750.601093281122
Country C,2017,58.77898888173081,62.28394793583017,5.744792866063753,71.33321191582841,0.723913100029311,8862.341510695585
Country D,2011,58.87789598566114,84.17768610254672,10.065893737902599,78.23771069394074,0.6163532011800407,14284.334984028836
Country A,2001,95.75835689872775,59.530393522813185,12.805964928940133,75.404239722573,0.4955024161539625,10887.650270417149
Country B,2009,73.26027165608355,76.78242270034565,11.999801201768912,91.33288235999352,0.5187251674648705,4534.146193380753
Country C,2003,53.15941396372581,69.34054919978617,14.707687241427468,91.46049971173153,0.5871534044810718,7879.068076385792
Country B,2013,79.90937499692643,77.4580497865648,5.24916279685931,86.04194463598537,0.7051350271131042,48644.033945763236
Country B,2015,80.09131743165239,74.83339723433178,7.612189566404019,70.15778657293525,0.7989761715025404,28194.03348680376
Country C,2014,53.22503793432809,68.17501571662979,10.491564562824255,96.21265965706056,0.4743041877716072,7169.268359562798
Country A,2007,98.6261247816831,65.61732474049201,11.194897990207492,98.66761398983536,0.7019716089792707,35941.667271930266
Country A,2013,77.20149826472878,77.63077763068377,7.7435598590774415,76.06937365260224,0.6468878063655819,24362.60767492837
Country A,2022,77.98978610898821,64.69423618779479,13.268016663758642,95.26698181762791,0.6124772066999347,12008.888742551992
Country B,2007,76.00577072511973,78.63314440265705,6.643477929160129,99.19859355204864,0.7865828210661359,47234.94819449244
Country A,2020,80.536588982231,75.39529198997356,5.008491096217181,79.80922370094936,0.5291014198999673,12002.614753169442
Country E,2015,63.214987638687745,72.33007510699507,14.523913983761297,75.55170485795682,0.47079129727344865,5781.899007233539
Country E,2012,64.36206739874204,66.06402654706892,8.915567944300998,99.3262015616927,0.7510388631432521,11082.866154592528
Country A,2017,75.56695448980663,61.152440732991245,14.574898009560936,71.79229875476334,0.4274755694752761,45684.488257029596
Country A,2014,90.33429273817899,76.31259403721992,7.77931600345224,78.27881925803447,0.726847869835402,43031.99448413225
Country C,2020,52.49322882470894,57.740476815117425,5.634486351312259,92.26087800276899,0.6356943972426232,44821.90653767923
Country C,2023,80.1702106110123,84.11626768467279,12.725196045530232,88.52060444892444,0.4656015566904265,45892.76746028564
Country D,2012,90.3389071253157,84.36243743846462,13.358195318256982,90.5353213927078,0.49094486331736165,4797.434950425349
Country B,2008,57.84586360186136,58.90667847874416,9.920868988476359,91.24274621456351,0.46233623706686283,35855.272204616456
Country B,2014,50.75112709902832,58.118059689169066,5.7385034017786465,90.58432672110948,0.6873354167416128,33561.54005792744
Country C,2012,65.6356647570729,67.38150181249091,11.541340749733378,80.2672371123125,0.4589244631178275,49652.51057007875
Country E,2000,79.40718533647991,83.91049816781506,6.821439744751573,79.34500679827369,0.6725483499547963,36019.036826004216
Country D,2006,56.914158670237384,67.0093269769334,13.493815481562843,82.85399633681156,0.4512601181053629,39809.539175503865
Country C,2008,71.30611854862428,65.91406325297004,7.740231195421911,94.2305072793509,0.7209066359487979,36034.33746349512
Country D,2023,77.6160748687139,76.10755176996314,13.477063903139276,98.1481310605005,0.7677963116572267,31408.507606349664
Country B,2000,79.94415473786586,60.36193709785681,9.269245418935194,83.65738320985405,0.6237248112997563,28098.14759111546
Country B,2011,63.72058605001875,65.89970450721255,10.964878392481506,72.57298411648867,0.7864736148868513,48493.76095290462
Country B,2007,70.00148179931458,63.739223388234635,12.895625168209664,98.14895596982828,0.5561521211700811,46880.760716486344
Country E,2023,88.91696145337794,73.04603867891879,5.404392429829313,72.41284625692414,0.49784098221274964,22454.658030410385
Country C,2010,97.06073470603428,59.882586586424914,13.211660061897849,74.77328819509766,0.4709187024444996,14923.539874592434
Country D,2018,93.09401655591286,71.46103766818709,6.386480417654976,96.03034038810009,0.5915853389922006,25944.39862498281
Country C,2016,78.21417508667159,80.72639769810534,8.584183552029865,86.54435621540834,0.4522987606566832,37559.614855042426
Country B,2007,70.51464014719733,70.42511640122805,9.727810301110631,80.58058593589317,0.7503162513899331,20646.4382606051
Country B,2002,66.64783071857092,75.50489851294256,13.954265836686286,97.92729059740414,0.7139062069656179,27324.316554051176
Country C,2002,56.2478283042009,57.25744053033799,5.224406278955911,98.81519166520626,0.6248473617450725,15636.589599086023
Country A,2000,55.32756236080565,68.47016737741129,10.592026082967854,79.92288082403252,0.6885851880076553,21957.514051314054
Country A,2004,84.41788124568288,57.84679502307556,11.425225000623946,96.05272432001725,0.4199961211972334,47907.474546377714
Country C,2009,62.98972080855802,72.9838502735997,8.165823090990735,90.35586555627957,0.4814071153975342,11528.060089496897
Country B,2006,62.73308432162234,63.43163113521456,7.904867713094598,78.23474118696733,0.6484847571319471,49447.98717057314
Country D,2008,99.90975272388928,63.617974929752435,9.904691585104676,98.24298043224175,0.5909878046851273,11561.454284155792
Country A,2006,59.39629789368977,57.303002114349425,6.871004178646726,71.89207337899809,0.6418491919841774,16642.563112990683
Country C,2008,57.40298797444148,64.30713584322203,9.681189296049592,79.53826897590876,0.4355876171321837,5271.084133132809
Country E,2007,54.93426138799603,70.20031531321293,12.650253234901474,81.88784832144584,0.6609690232418958,37852.67895701004
Country C,2011,78.99026725833981,72.53980309515285,13.453955041605148,90.719596527292,0.7214465028158685,1864.08980415708
Country B,2001,81.39319130010507,56.9999665382747,8.851613848989007,71.15299079258547,0.618510073199062,39604.20425477018
Country C,2000,68.2613963128441,74.5437755714821,11.173017131436856,96.69330705544975,0.5429628074764278,29279.530730024162
Country A,2015,76.77066677557339,69.66627282260484,5.000205179608949,89.77308830453443,0.4698591427656151,37689.589235427906
Country A,2022,89.41997654724562,71.10724023742705,10.503524836714522,78.25068493439528,0.5061420183564705,39372.902739952144
Country C,2022,90.90520841608742,79.98390021303385,14.752363053924899,89.750262816727,0.6090131415756261,7094.730125590388
Country D,2023,97.89560378578241,65.26679335914599,8.122650271612114,86.10771759757685,0.5022071317927989,2048.176318688777
Country C,2004,91.21339929614373,60.22153334095104,10.947761242092461,80.08827286224549,0.7111782149516005,9269.55761120733
Country D,2002,78.24207183587133,71.55430527120862,12.62283657645613,70.85789411214465,0.4526964104283561,19819.30977253821
Country A,2011,58.9828482918423,83.35065752605716,11.089330209896426,86.53302029240628,0.6065697064390848,4592.505655079633
Country E,2007,54.98817788514212,70.53608857543394,9.184999704668394,72.46544544392515,0.5983864725206742,23380.23896823844
Country D,2021,52.72559449554296,79.95736522358519,6.525755733095314,94.3052906744321,0.45555690533275633,14969.379286114654
Country C,2002,83.32629158926919,77.71096163383099,9.637013974582308,72.6557695668431,0.7979950323059778,18827.913814629173
Country B,2000,90.37681276989966,70.54992361029494,7.947842091785916,82.8621782605053,0.7292541549858537,47078.00337169278
Country B,2002,75.43419753420395,74.42664332960268,11.959202887612975,83.03655376537637,0.5546129860725686,36489.26538501083
Country C,2004,52.735708741682,67.20040552289976,9.419127677144767,86.68604986351208,0.6739626155843601,33249.839383045764
Country A,2014,76.7735287295669,70.91886067291581,13.498797646073214,71.18523670362178,0.6866324797752774,33024.69491947036
Country A,2013,96.78746307622751,70.21857265871904,6.933224368931764,76.1149734261422,0.6604594270861761,28213.668566341392
Country A,2002,79.88065954662302,76.27331088873319,9.177201220535736,75.98503552014901,0.5729935784690816,26136.041339510175
Country C,2000,90.47137442314074,67.29943958068849,10.575049763948083,87.96911844071596,0.7540445326505221,44225.47509364169
Country B,2004,90.00763241958754,57.9930136786642,6.260146760282952,77.90906597906144,0.7086205526912293,4675.094453559175
Country E,2022,96.60645498903264,78.66128568440868,10.879100778344888,74.32584942634021,0.6168079816879355,15137.480519338782
Country B,2013,88.51143828249366,75.54559009984622,7.90921405327576,70.55059216895513,0.40102511420129705,6102.229744448866
Country A,2006,87.38502570065448,83.50370366372096,7.295371801486596,95.21634505838057,0.489349695330711,1541.5897997281972
Country C,2008,61.70513324853203,67.86148527543588,6.419107397293447,99.14644591362507,0.6035302807358085,1679.4865008104994
Country C,2014,52.99625776605407,57.34616970733284,8.49881925633511,91.09785979924534,0.7595716227284008,2176.4792789051007
Country E,2014,75.87997325269039,58.64856959089729,14.289824151942067,82.38137276645804,0.6514483776481013,34405.13876190015
Country B,2009,56.22171039733776,78.19958629609233,5.310058593310584,73.66032825761025,0.5671449191372104,6458.842097186348
Country A,2012,98.10979381389956,57.03271848335806,13.521562083079392,84.25314554484946,0.41916478982105887,10918.045052262818
Country E,2018,64.49623813165142,82.23478434787856,8.97360897785141,83.71965169930228,0.6389120909067019,21530.2192733485
Country A,2006,92.64721016921465,63.449503338855564,10.616016387263846,82.59628926810113,0.5403008750859498,14193.262464780817
Country B,2016,69.38123126012297,81.96637121737974,10.128122969253717,81.34910743603123,0.6149505789395192,41018.18414391968
Country E,2019,66.15971249286886,78.20520546402838,14.257402616072337,84.90260380154409,0.7065766793663308,31549.250252874957
Country A,2003,96.75792861883106,81.1360310887507,12.701292692057136,72.19542137300476,0.7214961420203054,17332.12161770005
Country D,2004,68.1661286043112,61.42119075309897,14.848235353279492,71.14883790185678,0.745711295779502,16571.364465062186
Country C,2022,69.51439543315682,72.87080487440704,12.944299516216974,71.9188085116158,0.6544186504947855,34500.992378459305
Country B,2006,55.304588980645455,57.80767396217268,7.958884942066873,75.99995440356331,0.7622471579725799,9362.828464164113
Country C,2012,83.52233326412546,61.06842302618128,14.628836793593141,78.34210766757255,0.6762512039131308,14746.738881108076
Country A,2014,64.44197072387567,64.29706682011806,14.835657908079234,75.08372858697973,0.7135656372266719,18318.253988428114
Country E,2010,79.28020839197536,77.2243777453007,6.230937036166995,77.55750140001284,0.6741928889649189,23277.63894618216
Country A,2003,79.56758520266047,55.7414313816545,14.010441837829772,75.57512190079443,0.7487455255051865,10336.059295277673
Country D,2012,85.95998477978836,82.0935184861641,11.642021828931622,74.52229778816519,0.48915595275398455,8704.41698923475
Country D,2006,87.26207430862206,57.12410541138765,14.219937700331137,78.78947985099535,0.7039548305447957,49508.044043304006
Country B,2018,75.72262172007697,66.29470586033881,14.157390202189868,81.92537889497632,0.44686261721577614,45746.70320991896
Country C,2021,66.54959738017016,57.43268884985753,13.913730311872168,92.32800323909211,0.4367976119527417,26657.293103151296
Country A,2001,91.8725447417367,78.06903529310121,13.852755936823788,98.66649828514124,0.5966490615150601,38511.96536185561
Country D,2009,65.49328247042423,59.2394492020827,6.176462389932186,97.56895930547968,0.5200948623550742,34026.18500382221
Country E,2012,75.37545472346658,81.54270730787373,6.43515708278262,84.27801347828755,0.6253432829539327,4680.602014186472
Country A,2020,70.0626291601864,70.90665959774579,6.1777941937696665,83.84035266931342,0.6710935670877776,26376.97458197252
Country B,2005,92.7539192984844,83.45418458366188,5.910290888002852,73.77093685458873,0.4906251602465083,10012.051313040465
Country E,2011,71.59592655729143,63.71082738424586,8.532852850739884,99.152203798089,0.679970423185247,29618.857409843746
Country C,2011,69.30495944187422,68.62948455635173,11.839584143246423,92.80293391465398,0.7981836366526254,4027.782366337251
Country B,2019,84.49118464488187,75.82740886988734,8.546926130725849,95.42704781623267,0.7039818481189641,8982.528912019887
Country C,2010,80.12205549307214,79.95739937712881,12.203003332750948,77.0249099695424,0.4695146007492319,39304.17467124821
Country C,2022,55.362341674792305,67.6407126323682,13.202831250202028,82.0325795222492,0.6534781696781133,42319.12246454224
Country D,2006,75.40844031719816,81.77297614981492,11.662147401464171,73.07935311036127,0.4037939080376293,45465.56976941393
Country C,2000,86.77391941666238,58.53961624973186,9.651047262829687,98.22439316043766,0.5878872641324452,44939.60081570715
Country E,2000,99.60373822956781,76.26054156430286,7.955174395909569,78.57487657381266,0.6133225462563364,45444.418463603026
Country E,2019,81.45734169851596,65.4459694664098,6.2440336245523085,87.88029287046325,0.7889510211964135,5640.740479786551
Country E,2012,68.5146533220659,58.04006452397791,9.936518279113837,74.56660086852155,0.694882152172289,33314.94361386704
Country A,2008,61.30757999010592,66.59993670406011,12.195989533698974,94.08389965114961,0.6823841007787703,35351.63387758741
Country D,2002,93.64151170766601,81.40646873456703,10.482432115040483,75.59034001791055,0.6129618436096816,14141.556732122022
Country D,2006,90.72826060567513,84.4160161386592,12.214819192904628,94.28153173183709,0.6052704056835334,49653.60700713079
Country E,2005,61.696141038969245,66.78399571301448,8.352196723435007,82.05287643834488,0.7968331124975409,15005.59849315828
Country A,2007,60.03160450732867,81.59249163419125,5.66796063055348,87.33271049711209,0.40850719852411577,29169.507526243273
Country C,2008,85.75683884055877,70.28963248725634,12.710979260325766,78.09126342273812,0.5212823623441698,43745.41569433593
Country C,2004,65.74760309593798,76.51045112991824,7.19724111829556,96.48329369263432,0.45351352934039757,15170.119584872227
Country C,2000,65.31993991809789,56.3611426682147,11.162850602360239,92.79605331564821,0.5259887729629544,30718.760658711548
Country D,2018,57.614512353382764,71.7193591595207,13.042927445547331,80.62821891862704,0.5854478870672113,36280.71902533509
Country C,2009,63.198775985491494,57.10485808632971,6.3911000184467675,87.56092129266493,0.5367729464037753,31708.820763017437
Country A,2011,71.37537787963248,63.05853871281398,10.984947100132757,73.86965377076973,0.7850820458435639,20892.280668512856
Country A,2023,86.64191686362078,72.00442977606036,11.893743618400938,74.81416871763416,0.6722351907950934,47292.98928628731
Country C,2014,66.8154047206875,79.21491299265041,12.465308668189245,86.01032861761593,0.6912179719297404,31003.188023506602
Country D,2021,66.43021697399213,71.82680931411733,6.476666111414876,89.21796300194059,0.6969168894329858,11993.652119670267
Country B,2023,64.24566262762178,83.0857462334563,13.251161619793715,86.72295141186979,0.7596907967479551,40500.33304710904
Country E,2008,73.91418337555214,79.30997522727506,5.9414856615047,86.78223993617424,0.70720752294642,33138.04001000598
Country C,2019,59.031834897065764,59.68720438315308,10.195834681568073,92.26870422708015,0.4064819237070845,6366.244884985654
Country C,2016,74.28153670160629,66.66875456883812,9.4341269619788,97.07222442290079,0.5045582983130221,14628.963576504797
Country E,2016,85.2087778097345,75.05456281920337,7.217660742355533,81.62792636403564,0.7956417542605462,8748.761232200428
Country B,2019,51.48952520163111,83.1521809482787,8.019307414472392,86.10799886383116,0.6608497946480234,4560.978892764732
Country C,2011,50.48896901528809,84.63147606234013,6.6443578328890185,96.79071953138317,0.42724709263006044,12279.787869652662
Country C,2006,53.75614550772546,77.89559313888421,9.257261948212534,83.9283596961692,0.5866552811435202,14628.777021038599
Country B,2001,76.7830030864056,72.21307916738093,5.355109275705602,83.35446869501753,0.7923337840751454,23859.733137663992
Country E,2002,92.72275415927018,77.69829069213975,13.889152752961554,92.99543371407005,0.7971352567238309,48493.88705019381
Country A,2016,50.244223301012596,63.19709258391843,6.634873350365953,96.3190337773897,0.5729787279114682,47220.17039052758
Country C,2004,96.83306522923405,63.50809081778898,13.860177564559486,92.13016755219626,0.7572212036051078,37930.476259933996
Country C,2016,55.31392557852679,74.6304803848697,13.635774001340033,73.00373172552615,0.6367969245585616,32679.060405940185
Country D,2023,92.09917640291131,81.15506729199731,9.516772071576867,83.94312980397518,0.603771739516152,47416.360792695144
Country B,2016,74.14273824914734,84.09428467529061,9.977257122150924,76.35908868968154,0.5647769954280527,7979.912931912285
Country C,2016,82.9678693639422,65.24003802493655,8.019135405344814,79.52043696459509,0.7568520159011318,17186.195889452814
Country D,2001,75.53414922235912,78.89660869303961,14.968745999755303,84.06263210009931,0.6484506683318703,28113.03275019978
Country A,2001,73.85241125896773,80.54592415862481,11.707721905902234,76.64586005429264,0.5335190574782744,40882.774273715004
Country B,2021,91.74497141821956,73.69519729094179,14.518082859355522,85.47801012286482,0.5967729748808226,31565.54512220926
Country A,2022,87.79431897839082,65.42775646689289,9.14796844388178,89.29827647081007,0.5776317161850575,40634.5902100774
Country D,2004,74.1701118261502,73.57265695821403,13.830165794327863,96.24695002323394,0.5804616470457022,8500.677597953845
Country E,2000,55.58179646980308,72.53346712934538,9.482346332170671,76.34381853556599,0.5246439216107537,10444.00752245889
Country B,2000,55.770147965720405,73.19576517389473,13.668288721013125,79.31695091401848,0.6531829137221887,37287.696153015
Country E,2018,90.07697303595377,73.57780641363163,6.309265594948597,82.17401443272703,0.4208949561618062,18067.46205990659
Country D,2001,76.46953106737666,80.41174572615085,11.368544267685092,76.73640308931158,0.7544653210686788,22368.625213629963
Country B,2020,74.07945701096813,60.10244539801991,11.787035148391467,79.96120211986897,0.5661587870434558,39791.56229895181
Country C,2011,84.02834206803576,66.01881842845505,11.561706972864274,96.50051559756116,0.7203449874231007,4431.774796723269
Country D,2005,92.94207917071301,72.58005182052135,9.470276180393437,74.15964376033521,0.6917967256528159,9230.99523449965
Country D,2022,81.44365722066526,63.499832158348795,11.839161100307958,83.31242780979973,0.5887406535006373,15494.729834105034
Country A,2003,88.14239511732396,84.34459366252118,7.3946310081659306,79.3290092734943,0.4794842261701044,44291.180014462065
Country E,2022,88.26352620584785,62.89450778806987,10.958485944970862,72.3149416529877,0.6248846750337862,20839.162798631576
Country B,2010,67.81307243964795,69.08886641927096,10.542349244493291,72.88375987450895,0.7792289062398627,13353.33361742315
Country B,2023,63.704159782049786,81.32095137139206,8.18339522130427,93.54639737455409,0.47430898505711006,34242.941052970724
Country C,2016,90.05820335875794,57.40190987980679,12.788638089812295,95.56999057737032,0.5024049780837078,2484.216640568126
Country B,2005,68.85893958921218,79.62064006282756,5.80872065458681,92.24222801833147,0.7972021825267153,38980.231460558316
Country C,2023,95.16680032613526,72.1302510692401,6.7143966129207,86.17687163013218,0.7570283899187835,35196.74283175665
Country B,2004,53.48453483650598,55.95406122459011,9.711500396194378,93.17978395435749,0.6198199399999096,3699.080811657935
Country A,2019,52.91087560376698,82.08738675900307,13.917366979250957,74.56047273082477,0.6778964751382552,25403.41352390623
Country D,2001,96.35020800507041,56.17590506367229,10.751595545279473,93.40604801788517,0.5772249325814498,20803.37035950722
Country B,2005,82.42274570907173,70.45653388813878,13.42066850939193,82.70425656254065,0.561637070628179,8748.821395837973
Country D,2021,68.97996782241661,56.470937390970434,10.175697191475933,92.50946602989994,0.5772750163575625,8548.193439478793
Country E,2010,87.75302074080915,57.13600295423495,12.854559686109459,76.83248183259165,0.5657666212653948,8849.71240858008
Country D,2015,83.61634049968205,81.61612942773675,8.257973947456252,94.97630262191072,0.6702220046101296,30383.45683878259
Country E,2015,76.56005234097981,77.97476640887331,13.15142317187638,87.04349637299701,0.5321826502861957,9384.225914230154
Country B,2000,54.943667133132564,60.90823519734674,9.016860705657688,70.22012531067594,0.4683105625322763,3920.201057792623
Country A,2008,90.60897936463758,73.61403919642761,10.58831161411856,85.57801504410753,0.6826270173887364,47921.27245244377
Country A,2005,93.30115953403123,78.84038705293646,6.75881491530161,79.30838438276065,0.4125190108183805,2919.415988954209
Country D,2015,58.60843442763245,81.68771924100594,14.204330241055565,71.72505585652267,0.6875013395665928,33530.90636581487
Country A,2002,92.52558259885333,69.04920780517439,12.01459119437275,83.41928766964782,0.5052974781978306,46865.61326064089
Country E,2019,93.8923655508282,81.92499632203612,13.58854819149379,79.34410465519962,0.47610115253056673,2858.831321688569
Country A,2003,77.4714306144258,70.23550218152684,7.0786290715543245,76.13170491698627,0.5515826683388867,48320.86221894178
Country A,2018,82.80895181113435,75.64684126533074,5.676843552692365,80.47366007506905,0.4469999843729139,25614.616281401464
Country A,2002,69.11186600072458,84.37088078275417,8.372092633110148,75.3882164866873,0.5537958498249184,39469.17564524131
Country C,2018,64.0895823754633,62.078553675835806,10.166853909549317,78.99436183067975,0.4409286888596093,31630.974177589716
Country C,2019,86.09915734758223,60.05563828247435,13.023698829590352,73.46003130421241,0.5933954932659197,31225.50208512029
Country D,2006,93.0937574507904,65.26056474933611,8.977264155060883,72.52937770667415,0.47046789976319986,39649.167686456814
Country B,2019,82.70387764778738,59.93197068160928,7.6995832490105816,97.30058280125817,0.4519986340895228,4206.561116861977
